Zins/Laufzeit;Produkt;Effektivzins;Laufzeit;Faktor;Nominalzins
11,6|36|;9;11,6;36;17,9;11,1
11,6|37|;9;11,6;37;18,414;11,1
11,6|38|;9;11,6;38;18,924;11,1
11,6|39|;9;11,6;39;19,441;11,1
11,6|40|;9;11,6;40;19,952;11,1
11,6|41|;9;11,6;41;20,466;11,1
11,6|42|;9;11,6;42;20,985;11,1
11,6|43|;9;11,6;43;21,5;11,1
11,6|44|;9;11,6;44;22,02;11,1
11,6|45|;9;11,6;45;22,544;11,1
11,6|46|;9;11,6;46;23,068;11,1
11,6|47|;9;11,6;47;23,591;11,1
11,6|48|;9;11,6;48;24,118;11,1
11,6|49|;9;11,6;49;24,646;11,1
11,6|50|;9;11,6;50;25,17;11,1
11,6|51|;9;11,6;51;25,704;11,1
11,6|52|;9;11,6;52;26,235;11,1
11,6|53|;9;11,6;53;26,765;11,1
11,6|54|;9;11,6;54;27,299;11,1
11,6|55|;9;11,6;55;27,831;11,1
11,6|56|;9;11,6;56;28,374;11,1
11,6|57|;9;11,6;57;28,911;11,1
11,6|58|;9;11,6;58;29,444;11,1
11,6|59|;9;11,6;59;29,988;11,1
11,6|60|;9;11,6;60;30,536;11,1
11,6|61|;9;11,6;61;31,076;11,1
11,6|62|;9;11,6;62;31,613;11,1
11,6|63|;9;11,6;63;32,161;11,1
11,6|64|;9;11,6;64;32,71;11,1
11,6|65|;9;11,6;65;33,263;11,1
11,6|66|;9;11,6;66;33,808;11,1
11,6|67|;9;11,6;67;34,361;11,1
11,6|68|;9;11,6;68;34,912;11,1
11,6|69|;9;11,6;69;35,474;11,1
11,6|70|;9;11,6;70;36,024;11,1
11,6|71|;9;11,6;71;36,575;11,1
11,6|72|;9;11,6;72;37,145;11,1
11,7|6|;9;11,7;6;3,267;11,2
11,7|7|;9;11,7;7;3,74;11,2
11,7|8|;9;11,7;8;4,212;11,2
11,7|9|;9;11,7;9;4,688;11,2
11,7|10|;9;11,7;10;5,166;11,2
11,7|11|;9;11,7;11;5,644;11,2
11,7|12|;9;11,7;12;6,123;11,2
11,7|13|;9;11,7;13;6,602;11,2
11,7|14|;9;11,7;14;7,086;11,2
11,7|15|;9;11,7;15;7,571;11,2
11,7|16|;9;11,7;16;8,054;11,2
11,7|17|;9;11,7;17;8,541;11,2
11,7|18|;9;11,7;18;9,029;11,2
11,7|19|;9;11,7;19;9,519;11,2
11,7|20|;9;11,7;20;10,012;11,2
11,7|21|;9;11,7;21;10,502;11,2
11,7|22|;9;11,7;22;10,994;11,2
11,7|23|;9;11,7;23;11,49;11,2
11,7|24|;9;11,7;24;11,988;11,2
11,7|25|;9;11,7;25;12,485;11,2
11,7|26|;9;11,7;26;12,985;11,2
11,7|27|;9;11,7;27;13,486;11,2
11,7|28|;9;11,7;28;13,988;11,2
11,7|29|;9;11,7;29;14,492;11,2
11,7|30|;9;11,7;30;14,996;11,2
11,7|31|;9;11,7;31;15,506;11,2
11,7|32|;9;11,7;32;16,012;11,2
11,7|33|;9;11,7;33;16,523;11,2
11,7|34|;9;11,7;34;17,028;11,2
11,7|35|;9;11,7;35;17,544;11,2
11,7|36|;9;11,7;36;18,058;11,2
11,7|37|;9;11,7;37;18,57;11,2
11,7|38|;9;11,7;38;19,084;11,2
11,7|39|;9;11,7;39;19,605;11,2
11,7|40|;9;11,7;40;20,128;11,2
11,7|41|;9;11,7;41;20,646;11,2
11,7|42|;9;11,7;42;21,17;11,2
11,7|43|;9;11,7;43;21,69;11,2
11,7|44|;9;11,7;44;22,214;11,2
11,7|45|;9;11,7;45;22,742;11,2
11,7|46|;9;11,7;46;23,27;11,2
11,7|47|;9;11,7;47;23,798;11,2
11,7|48|;9;11,7;48;24,329;11,2
11,7|49|;9;11,7;49;24,861;11,2
11,7|50|;9;11,7;50;25,39;11,2
11,7|51|;9;11,7;51;25,929;11,2
11,7|52|;9;11,7;52;26,464;11,2
11,7|53|;9;11,7;53;26,998;11,2
11,7|54|;9;11,7;54;27,537;11,2
11,7|55|;9;11,7;55;28,084;11,2
11,7|56|;9;11,7;56;28,62;11,2
11,7|57|;9;11,7;57;29,162;11,2
11,7|58|;9;11,7;58;29,711;11,2
11,7|59|;9;11,7;59;30,26;11,2
11,7|60|;9;11,7;60;30,8;11,2
11,7|61|;9;11,7;61;31,345;11,2
11,7|62|;9;11,7;62;31,898;11,2
11,7|63|;9;11,7;63;32,451;11,2
11,7|64|;9;11,7;64;33,004;11,2
11,7|65|;9;11,7;65;33,562;11,2
11,7|66|;9;11,7;66;34,112;11,2
11,7|67|;9;11,7;67;34,67;11,2
11,7|68|;9;11,7;68;35,224;11,2
11,7|69|;9;11,7;69;35,792;11,2
11,7|70|;9;11,7;70;36,346;11,2
11,7|71|;9;11,7;71;36,916;11,2
11,7|72|;9;11,7;72;37,476;11,2
11,8|6|;9;11,8;6;3,293;11,3
11,8|7|;9;11,8;7;3,769;11,3
11,8|8|;9;11,8;8;4,248;11,3
11,8|9|;9;11,8;9;4,727;11,3
11,8|10|;9;11,8;10;5,208;11,3
11,8|11|;9;11,8;11;5,69;11,3
11,8|12|;9;11,8;12;6,173;11,3
11,8|13|;9;11,8;13;6,657;11,3
11,8|14|;9;11,8;14;7,144;11,3
11,8|15|;9;11,8;15;7,634;11,3
11,8|16|;9;11,8;16;8,121;11,3
11,8|17|;9;11,8;17;8,613;11,3
11,8|18|;9;11,8;18;9,105;11,3
11,8|19|;9;11,8;19;9,599;11,3
11,8|20|;9;11,8;20;10,092;11,3
11,8|21|;9;11,8;21;10,59;11,3
11,8|22|;9;11,8;22;11,086;11,3
11,8|23|;9;11,8;23;11,586;11,3
11,8|24|;9;11,8;24;12,089;11,3
11,8|25|;9;11,8;25;12,59;11,3
11,8|26|;9;11,8;26;13,094;11,3
11,8|27|;9;11,8;27;13,599;11,3
11,8|28|;9;11,8;28;14,105;11,3
11,8|29|;9;11,8;29;14,613;11,3
11,8|30|;9;11,8;30;15,122;11,3
11,8|31|;9;11,8;31;15,636;11,3
11,8|32|;9;11,8;32;16,147;11,3
11,8|33|;9;11,8;33;16,661;11,3
11,8|34|;9;11,8;34;17,177;11,3
11,8|35|;9;11,8;35;17,691;11,3
11,8|36|;9;11,8;36;18,209;11,3
11,8|37|;9;11,8;37;18,733;11,3
11,8|38|;9;11,8;38;19,251;11,3
11,8|39|;9;11,8;39;19,776;11,3
11,8|40|;9;11,8;40;20,296;11,3
11,8|41|;9;11,8;41;20,827;11,3
11,8|42|;9;11,8;42;21,346;11,3
11,8|43|;9;11,8;43;21,879;11,3
11,8|44|;9;11,8;44;22,408;11,3
11,8|45|;9;11,8;45;22,94;11,3
11,8|46|;9;11,8;46;23,473;11,3
11,8|47|;9;11,8;47;24,004;11,3
11,8|48|;9;11,8;48;24,54;11,3
11,8|49|;9;11,8;49;25,077;11,3
11,8|50|;9;11,8;50;25,61;11,3
11,8|51|;9;11,8;51;26,153;11,3
11,8|52|;9;11,8;52;26,692;11,3
11,8|53|;9;11,8;53;27,231;11,3
11,8|54|;9;11,8;54;27,785;11,3
11,8|55|;9;11,8;55;28,326;11,3
11,8|56|;9;11,8;56;28,867;11,3
11,8|57|;9;11,8;57;29,424;11,3
11,8|58|;9;11,8;58;29,966;11,3
11,8|59|;9;11,8;59;30,519;11,3
11,8|60|;9;11,8;60;31,076;11,3
11,8|61|;9;11,8;61;31,625;11,3
11,8|62|;9;11,8;62;32,184;11,3
11,8|63|;9;11,8;63;32,741;11,3
11,8|64|;9;11,8;64;33,299;11,3
11,8|65|;9;11,8;65;33,848;11,3
11,8|66|;9;11,8;66;34,415;11,3
11,8|67|;9;11,8;67;34,978;11,3
11,8|68|;9;11,8;68;35,537;11,3
11,8|69|;9;11,8;69;36,109;11,3
11,8|70|;9;11,8;70;36,668;11,3
11,8|71|;9;11,8;71;37,243;11,3
11,8|72|;9;11,8;72;37,808;11,3
11,9|6|;9;11,9;6;3,32;11,3
11,9|7|;9;11,9;7;3,8;11,3
11,9|8|;9;11,9;8;4,283;11,4
11,9|9|;9;11,9;9;4,765;11,3
11,9|10|;9;11,9;10;5,25;11,3
11,9|11|;9;11,9;11;5,736;11,3
11,9|12|;9;11,9;12;6,224;11,3
11,9|13|;9;11,9;13;6,711;11,3
11,9|14|;9;11,9;14;7,203;11,3
11,9|15|;9;11,9;15;7,697;11,4
11,9|16|;9;11,9;16;8,188;11,3
11,9|17|;9;11,9;17;8,684;11,3
11,9|18|;9;11,9;18;9,18;11,3
11,9|19|;9;11,9;19;9,679;11,3
11,9|20|;9;11,9;20;10,176;11,3
11,9|21|;9;11,9;21;10,678;11,3
11,9|22|;9;11,9;22;11,179;11,3
11,9|23|;9;11,9;23;11,683;11,3
11,9|24|;9;11,9;24;12,19;11,3
11,9|25|;9;11,9;25;12,695;11,3
11,9|26|;9;11,9;26;13,204;11,3
11,9|27|;9;11,9;27;13,713;11,3
11,9|28|;9;11,9;28;14,223;11,3
11,9|29|;9;11,9;29;14,735;11,3
11,9|30|;9;11,9;30;15,254;11,4
11,9|31|;9;11,9;31;15,766;11,3
11,9|32|;9;11,9;32;16,281;11,3
11,9|33|;9;11,9;33;16,8;11,3
11,9|34|;9;11,9;34;17,32;11,3
11,9|35|;9;11,9;35;17,845;11,3
11,9|36|;9;11,9;36;18,368;11,4
11,9|37|;9;11,9;37;18,888;11,3
11,9|38|;9;11,9;38;19,418;11,4
11,9|39|;9;11,9;39;19,94;11,3
11,9|40|;9;11,9;40;20,472;11,3
11,9|41|;9;11,9;41;20,999;11,3
11,9|42|;9;11,9;42;21,531;11,3
11,9|43|;9;11,9;43;22,068;11,3
11,9|44|;9;11,9;44;22,601;11,3
11,9|45|;9;11,9;45;23,138;11,4
11,9|46|;9;11,9;46;23,675;11,4
11,9|47|;9;11,9;47;24,211;11,3
11,9|48|;9;11,9;48;24,752;11,3
11,9|49|;9;11,9;49;25,293;11,3
11,9|50|;9;11,9;50;25,83;11,3
11,9|51|;9;11,9;51;26,378;11,3
11,9|52|;9;11,9;52;26,921;11,3
11,9|53|;9;11,9;53;27,475;11,3
11,9|54|;9;11,9;54;28,023;11,3
11,9|55|;9;11,9;55;28,568;11,3
11,9|56|;9;11,9;56;29,124;11,3
11,9|57|;9;11,9;57;29,675;11,3
11,9|58|;9;11,9;58;30,233;11,3
11,9|59|;9;11,9;59;30,791;11,3
11,9|60|;9;11,9;60;31,34;11,3
11,9|61|;9;11,9;61;31,906;11,3
11,9|62|;9;11,9;62;32,456;11,3
11,9|63|;9;11,9;63;33,018;11,3
11,9|64|;9;11,9;64;33,58;11,3
11,9|65|;9;11,9;65;34,147;11,3
11,9|66|;9;11,9;66;34,719;11,3
11,9|67|;9;11,9;67;35,286;11,3
11,9|68|;9;11,9;68;35,85;11,3
11,9|69|;9;11,9;69;36,426;11,3
11,9|70|;9;11,9;70;36,99;11,3
11,9|71|;9;11,9;71;37,569;11,3
11,9|72|;9;11,9;72;38,139;11,3
12|6|;9;12;6;3,347;11,4
12|7|;9;12;7;3,831;11,4
12|8|;9;12;8;4,316;11,4
12|9|;9;12;9;4,805;11,4
12|10|;9;12;10;5,292;11,4
12|11|;9;12;11;5,782;11,4
12|12|;9;12;12;6,274;11,4
12|13|;9;12;13;6,766;11,4
12|14|;9;12;14;7,262;11,4
12|15|;9;12;15;7,757;11,4
12|16|;9;12;16;8,256;11,4
12|17|;9;12;17;8,755;11,4
12|18|;9;12;18;9,256;11,4
12|19|;9;12;19;9,759;11,4
12|20|;9;12;20;10,26;11,4
12|21|;9;12;21;10,766;11,4
12|22|;9;12;22;11,271;11,4
12|23|;9;12;23;11,78;11,4
12|24|;9;12;24;12,291;11,4
12|25|;9;12;25;12,8;11,4
12|26|;9;12;26;13,313;11,4
12|27|;9;12;27;13,826;11,4
12|28|;9;12;28;14,34;11,4
12|29|;9;12;29;14,857;11,4
12|30|;9;12;30;15,38;11,4
12|31|;9;12;31;15,896;11,4
12|32|;9;12;32;16,422;11,4
12|33|;9;12;33;16,945;11,4
12|34|;9;12;34;17,463;11,4
12|35|;9;12;35;17,992;11,4
12|36|;9;12;36;18,519;11,4
12|37|;9;12;37;19,051;11,4
12|38|;9;12;38;19,578;11,4
12|39|;9;12;39;20,112;11,4
12|40|;9;12;40;20,64;11,4
12|41|;9;12;41;21,179;11,4
12|42|;9;12;42;21,716;11,4
12|43|;9;12;43;22,249;11,4
12|44|;9;12;44;22,786;11,4
12|45|;9;12;45;23,327;11,4
12|46|;9;12;46;23,868;11,4
12|47|;9;12;47;24,418;11,4
12|48|;9;12;48;24,963;11,4
12|49|;9;12;49;25,508;11,4
12|50|;9;12;50;26,06;11,4
12|51|;9;12;51;26,602;11,4
12|52|;9;12;52;27,16;11,4
12|53|;9;12;53;27,708;11,4
12|54|;9;12;54;28,26;11,4
12|55|;9;12;55;28,821;11,4
12|56|;9;12;56;29,371;11,4
12|57|;9;12;57;29,925;11,4
12|58|;9;12;58;30,488;11,4
12|59|;9;12;59;31,05;11,4
12|60|;9;12;60;31,616;11,4
12|61|;9;12;61;32,174;11,4
12|62|;9;12;62;32,742;11,4
12|63|;9;12;63;33,308;11,4
12|64|;9;12;64;33,875;11,4
12|65|;9;12;65;34,446;11,4
12|66|;9;12;66;35,022;11,4
12|67|;9;12;67;35,594;11,4
12|68|;9;12;68;36,163;11,4
12|69|;9;12;69;36,744;11,4
12|70|;9;12;70;37,312;11,4
12|71|;9;12;71;37,896;11,4
12|72|;9;12;72;38,47;11,4
12,1|6|;9;12,1;6;3,374;11,5
12,1|7|;9;12,1;7;3,861;11,5
12,1|8|;9;12,1;8;4,352;11,5
12,1|9|;9;12,1;9;4,842;11,5
12,1|10|;9;12,1;10;5,336;11,5
12,1|11|;9;12,1;11;5,828;11,5
12,1|12|;9;12,1;12;6,324;11,5
12,1|13|;9;12,1;13;6,821;11,5
12,1|14|;9;12,1;14;7,321;11,5
12,1|15|;9;12,1;15;7,82;11,5
12,1|16|;9;12,1;16;8,323;11,5
12,1|17|;9;12,1;17;8,827;11,5
12,1|18|;9;12,1;18;9,332;11,5
12,1|19|;9;12,1;19;9,835;11,5
12,1|20|;9;12,1;20;10,344;11,5
12,1|21|;9;12,1;21;10,854;11,5
12,1|22|;9;12,1;22;11,364;11,5
12,1|23|;9;12,1;23;11,876;11,5
12,1|24|;9;12,1;24;12,392;11,5
12,1|25|;9;12,1;25;12,905;11,5
12,1|26|;9;12,1;26;13,422;11,5
12,1|27|;9;12,1;27;13,94;11,5
12,1|28|;9;12,1;28;14,458;11,5
12,1|29|;9;12,1;29;14,985;11,5
12,1|30|;9;12,1;30;15,506;11,5
12,1|31|;9;12,1;31;16,026;11,5
12,1|32|;9;12,1;32;16,556;11,5
12,1|33|;9;12,1;33;17,084;11,5
12,1|34|;9;12,1;34;17,612;11,5
12,1|35|;9;12,1;35;18,139;11,5
12,1|36|;9;12,1;36;18,67;11,5
12,1|37|;9;12,1;37;19,206;11,5
12,1|38|;9;12,1;38;19,745;11,5
12,1|39|;9;12,1;39;20,276;11,5
12,1|40|;9;12,1;40;20,816;11,5
12,1|41|;9;12,1;41;21,351;11,5
12,1|42|;9;12,1;42;21,892;11,5
12,1|43|;9;12,1;43;22,438;11,5
12,1|44|;9;12,1;44;22,98;11,5
12,1|45|;9;12,1;45;23,525;11,5
12,1|46|;9;12,1;46;24,071;11,5
12,1|47|;9;12,1;47;24,625;11,5
12,1|48|;9;12,1;48;25,174;11,5
12,1|49|;9;12,1;49;25,724;11,5
12,1|50|;9;12,1;50;26,28;11,5
12,1|51|;9;12,1;51;26,826;11,5
12,1|52|;9;12,1;52;27,389;11,5
12,1|53|;9;12,1;53;27,942;11,5
12,1|54|;9;12,1;54;28,498;11,5
12,1|55|;9;12,1;55;29,063;11,5
12,1|56|;9;12,1;56;29,628;11,5
12,1|57|;9;12,1;57;30,188;11,5
12,1|58|;9;12,1;58;30,755;11,5
12,1|59|;9;12,1;59;31,322;11,5
12,1|60|;9;12,1;60;31,88;11,5
12,1|61|;9;12,1;61;32,455;11,5
12,1|62|;9;12,1;62;33,027;11,5
12,1|63|;9;12,1;63;33,597;11,5
12,1|64|;9;12,1;64;34,169;11,5
12,1|65|;9;12,1;65;34,745;11,5
12,1|66|;9;12,1;66;35,326;11,5
12,1|67|;9;12,1;67;35,902;11,5
12,1|68|;9;12,1;68;36,476;11,5
12,1|69|;9;12,1;69;37,061;11,5
12,1|70|;9;12,1;70;37,634;11,5
12,1|71|;9;12,1;71;38,222;11,5
12,1|72|;9;12,1;72;38,816;11,5
12,2|6|;9;12,2;6;3,4;11,6
12,2|7|;9;12,2;7;3,892;11,6
12,2|8|;9;12,2;8;4,385;11,6
12,2|9|;9;12,2;9;4,88;11,6
12,2|10|;9;12,2;10;5,378;11,6
12,2|11|;9;12,2;11;5,875;11,6
12,2|12|;9;12,2;12;6,375;11,6
12,2|13|;9;12,2;13;6,875;11,6
12,2|14|;9;12,2;14;7,38;11,6
12,2|15|;9;12,2;15;7,883;11,6
12,2|16|;9;12,2;16;8,39;11,6
12,2|17|;9;12,2;17;8,895;11,6
12,2|18|;9;12,2;18;9,404;11,6
12,2|19|;9;12,2;19;9,915;11,6
12,2|20|;9;12,2;20;10,428;11,6
12,2|21|;9;12,2;21;10,943;11,6
12,2|22|;9;12,2;22;11,456;11,6
12,2|23|;9;12,2;23;11,973;11,6
12,2|24|;9;12,2;24;12,492;11,6
12,2|25|;9;12,2;25;13,01;11,6
12,2|26|;9;12,2;26;13,531;11,6
12,2|27|;9;12,2;27;14,053;11,6
12,2|28|;9;12,2;28;14,581;11,6
12,2|29|;9;12,2;29;15,106;11,6
12,2|30|;9;12,2;30;15,632;11,6
12,2|31|;9;12,2;31;16,163;11,6
12,2|32|;9;12,2;32;16,691;11,6
12,2|33|;9;12,2;33;17,222;11,6
12,2|34|;9;12,2;34;17,755;11,6
12,2|35|;9;12,2;35;18,293;11,6
12,2|36|;9;12,2;36;18,828;11,6
12,2|37|;9;12,2;37;19,369;11,6
12,2|38|;9;12,2;38;19,905;11,6
12,2|39|;9;12,2;39;20,447;11,6
12,2|40|;9;12,2;40;20,992;11,6
12,2|41|;9;12,2;41;21,532;11,6
12,2|42|;9;12,2;42;22,077;11,6
12,2|43|;9;12,2;43;22,627;11,6
12,2|44|;9;12,2;44;23,173;11,6
12,2|45|;9;12,2;45;23,723;11,6
12,2|46|;9;12,2;46;24,273;11,6
12,2|47|;9;12,2;47;24,832;11,6
12,2|48|;9;12,2;48;25,385;11,6
12,2|49|;9;12,2;49;25,939;11,6
12,2|50|;9;12,2;50;26,5;11,6
12,2|51|;9;12,2;51;27,061;11,6
12,2|52|;9;12,2;52;27,618;11,6
12,2|53|;9;12,2;53;28,175;11,6
12,2|54|;9;12,2;54;28,746;11,6
12,2|55|;9;12,2;55;29,305;11,6
12,2|56|;9;12,2;56;29,875;11,6
12,2|57|;9;12,2;57;30,438;11,6
12,2|58|;9;12,2;58;31,01;11,6
12,2|59|;9;12,2;59;31,581;11,6
12,2|60|;9;12,2;60;32,156;11,6
12,2|61|;9;12,2;61;32,736;11,6
12,2|62|;9;12,2;62;33,312;11,6
12,2|63|;9;12,2;63;33,887;11,6
12,2|64|;9;12,2;64;34,464;11,6
12,2|65|;9;12,2;65;35,044;11,6
12,2|66|;9;12,2;66;35,63;11,6
12,2|67|;9;12,2;67;36,211;11,6
12,2|68|;9;12,2;68;36,788;11,6
12,2|69|;9;12,2;69;37,379;11,6
12,2|70|;9;12,2;70;37,97;11,6
12,2|71|;9;12,2;71;38,549;11,6
12,2|72|;9;12,2;72;39,147;11,6
12,3|6|;9;12,3;6;3,426;11,7
12,3|7|;9;12,3;7;3,923;11,7
12,3|8|;9;12,3;8;4,42;11,7
12,3|9|;9;12,3;9;4,92;11,7
12,3|10|;9;12,3;10;5,42;11,7
12,3|11|;9;12,3;11;5,921;11,7
12,3|12|;9;12,3;12;6,425;11,7
12,3|13|;9;12,3;13;6,93;11,7
12,3|14|;9;12,3;14;7,438;11,7
12,3|15|;9;12,3;15;7,946;11,7
12,3|16|;9;12,3;16;8,457;11,7
12,3|17|;9;12,3;17;8,966;11,7
12,3|18|;9;12,3;18;9,479;11,7
12,3|19|;9;12,3;19;9,994;11,7
12,3|20|;9;12,3;20;10,512;11,7
12,3|21|;9;12,3;21;11,031;11,7
12,3|22|;9;12,3;22;11,548;11,7
12,3|23|;9;12,3;23;12,069;11,7
12,3|24|;9;12,3;24;12,593;11,7
12,3|25|;9;12,3;25;13,115;11,7
12,3|26|;9;12,3;26;13,64;11,7
12,3|27|;9;12,3;27;14,166;11,7
12,3|28|;9;12,3;28;14,699;11,7
12,3|29|;9;12,3;29;15,228;11,7
12,3|30|;9;12,3;30;15,758;11,7
12,3|31|;9;12,3;31;16,293;11,7
12,3|32|;9;12,3;32;16,825;11,7
12,3|33|;9;12,3;33;17,361;11,7
12,3|34|;9;12,3;34;17,898;11,7
12,3|35|;9;12,3;35;18,44;11,7
12,3|36|;9;12,3;36;18,98;11,7
12,3|37|;9;12,3;37;19,524;11,7
12,3|38|;9;12,3;38;20,072;11,7
12,3|39|;9;12,3;39;20,611;11,7
12,3|40|;9;12,3;40;21,16;11,7
12,3|41|;9;12,3;41;21,712;11,7
12,3|42|;9;12,3;42;22,262;11,7
12,3|43|;9;12,3;43;22,816;11,7
12,3|44|;9;12,3;44;23,367;11,7
12,3|45|;9;12,3;45;23,921;11,7
12,3|46|;9;12,3;46;24,476;11,7
12,3|47|;9;12,3;47;25,038;11,7
12,3|48|;9;12,3;48;25,596;11,7
12,3|49|;9;12,3;49;26,155;11,7
12,3|50|;9;12,3;50;26,72;11,7
12,3|51|;9;12,3;51;27,285;11,7
12,3|52|;9;12,3;52;27,847;11,7
12,3|53|;9;12,3;53;28,419;11,7
12,3|54|;9;12,3;54;28,984;11,7
12,3|55|;9;12,3;55;29,558;11,7
12,3|56|;9;12,3;56;30,121;11,7
12,3|57|;9;12,3;57;30,701;11,7
12,3|58|;9;12,3;58;31,277;11,7
12,3|59|;9;12,3;59;31,853;11,7
12,3|60|;9;12,3;60;32,432;11,7
12,3|61|;9;12,3;61;33,004;11,7
12,3|62|;9;12,3;62;33,585;11,7
12,3|63|;9;12,3;63;34,164;11,7
12,3|64|;9;12,3;64;34,758;11,7
12,3|65|;9;12,3;65;35,343;11,7
12,3|66|;9;12,3;66;35,92;11,7
12,3|67|;9;12,3;67;36,519;11,7
12,3|68|;9;12,3;68;37,101;11,7
12,3|69|;9;12,3;69;37,696;11,7
12,3|70|;9;12,3;70;38,292;11,7
12,3|71|;9;12,3;71;38,89;11,7
12,3|72|;9;12,3;72;39,478;11,7
12,4|6|;9;12,4;6;3,454;11,8
12,4|7|;9;12,4;7;3,954;11,8
12,4|8|;9;12,4;8;4,454;11,8
12,4|9|;9;12,4;9;4,958;11,8
12,4|10|;9;12,4;10;5,462;11,8
12,4|11|;9;12,4;11;5,969;11,8
12,4|12|;9;12,4;12;6,476;11,8
12,4|13|;9;12,4;13;6,984;11,8
12,4|14|;9;12,4;14;7,497;11,8
12,4|15|;9;12,4;15;8,009;11,8
12,4|16|;9;12,4;16;8,521;11,8
12,4|17|;9;12,4;17;9,038;11,8
12,4|18|;9;12,4;18;9,555;11,8
12,4|19|;9;12,4;19;10,074;11,8
12,4|20|;9;12,4;20;10,596;11,8
12,4|21|;9;12,4;21;11,115;11,8
12,4|22|;9;12,4;22;11,641;11,8
12,4|23|;9;12,4;23;12,166;11,8
12,4|24|;9;12,4;24;12,694;11,8
12,4|25|;9;12,4;25;13,22;11,8
12,4|26|;9;12,4;26;13,75;11,8
12,4|27|;9;12,4;27;14,28;11,8
12,4|28|;9;12,4;28;14,816;11,8
12,4|29|;9;12,4;29;15,35;11,8
12,4|30|;9;12,4;30;15,884;11,8
12,4|31|;9;12,4;31;16,423;11,8
12,4|32|;9;12,4;32;16,96;11,8
12,4|33|;9;12,4;33;17,506;11,8
12,4|34|;9;12,4;34;18,048;11,8
12,4|35|;9;12,4;35;18,587;11,8
12,4|36|;9;12,4;36;19,138;11,8
12,4|37|;9;12,4;37;19,68;11,8
12,4|38|;9;12,4;38;20,232;11,8
12,4|39|;9;12,4;39;20,783;11,8
12,4|40|;9;12,4;40;21,336;11,8
12,4|41|;9;12,4;41;21,884;11,8
12,4|42|;9;12,4;42;22,446;11,8
12,4|43|;9;12,4;43;22,997;11,8
12,4|44|;9;12,4;44;23,56;11,8
12,4|45|;9;12,4;45;24,119;11,8
12,4|46|;9;12,4;46;24,678;11,8
12,4|47|;9;12,4;47;25,245;11,8
12,4|48|;9;12,4;48;25,808;11,8
12,4|49|;9;12,4;49;26,371;11,8
12,4|50|;9;12,4;50;26,94;11,8
12,4|51|;9;12,4;51;27,51;11,8
12,4|52|;9;12,4;52;28,076;11,8
12,4|53|;9;12,4;53;28,652;11,8
12,4|54|;9;12,4;54;29,222;11,8
12,4|55|;9;12,4;55;29,8;11,8
12,4|56|;9;12,4;56;30,379;11,8
12,4|57|;9;12,4;57;30,951;11,8
12,4|58|;9;12,4;58;31,532;11,8
12,4|59|;9;12,4;59;32,112;11,8
12,4|60|;9;12,4;60;32,696;11,8
12,4|61|;9;12,4;61;33,285;11,8
12,4|62|;9;12,4;62;33,87;11,8
12,4|63|;9;12,4;63;34,454;11,8
12,4|64|;9;12,4;64;35,052;11,8
12,4|65|;9;12,4;65;35,642;11,8
12,4|66|;9;12,4;66;36,224;11,8
12,4|67|;9;12,4;67;36,827;11,8
12,4|68|;9;12,4;68;37,414;11,8
12,4|69|;9;12,4;69;38,013;11,8
12,4|70|;9;12,4;70;38,614;11,8
12,4|71|;9;12,4;71;39,216;11,8
12,4|72|;9;12,4;72;39,809;11,8
12,5|6|;9;12,5;6;3,48;11,9
12,5|7|;9;12,5;7;3,983;11,9
12,5|8|;9;12,5;8;4,489;11,9
12,5|9|;9;12,5;9;4,995;11,9
12,5|10|;9;12,5;10;5,504;11,9
12,5|11|;9;12,5;11;6,015;11,9
12,5|12|;9;12,5;12;6,526;11,9
12,5|13|;9;12,5;13;7,039;11,9
12,5|14|;9;12,5;14;7,553;11,9
12,5|15|;9;12,5;15;8,072;11,9
12,5|16|;9;12,5;16;8,588;11,9
12,5|17|;9;12,5;17;9,109;11,9
12,5|18|;9;12,5;18;9,63;11,9
12,5|19|;9;12,5;19;10,154;11,9
12,5|20|;9;12,5;20;10,68;11,9
12,5|21|;9;12,5;21;11,203;11,9
12,5|22|;9;12,5;22;11,733;11,9
12,5|23|;9;12,5;23;12,263;11,9
12,5|24|;9;12,5;24;12,795;11,9
12,5|25|;9;12,5;25;13,325;11,9
12,5|26|;9;12,5;26;13,859;11,9
12,5|27|;9;12,5;27;14,393;11,9
12,5|28|;9;12,5;28;14,934;11,9
12,5|29|;9;12,5;29;15,472;11,9
12,5|30|;9;12,5;30;16,01;11,9
12,5|31|;9;12,5;31;16,553;11,9
12,5|32|;9;12,5;32;17,1;11,9
12,5|33|;9;12,5;33;17,645;11,9
12,5|34|;9;12,5;34;18,19;11,9
12,5|35|;9;12,5;35;18,741;11,9
12,5|36|;9;12,5;36;19,289;11,9
12,5|37|;9;12,5;37;19,843;11,9
12,5|38|;9;12,5;38;20,399;11,9
12,5|39|;9;12,5;39;20,946;11,9
12,5|40|;9;12,5;40;21,504;11,9
12,5|41|;9;12,5;41;22,065;11,9
12,5|42|;9;12,5;42;22,623;11,9
12,5|43|;9;12,5;43;23,186;11,9
12,5|44|;9;12,5;44;23,745;11,9
12,5|45|;9;12,5;45;24,317;11,9
12,5|46|;9;12,5;46;24,88;11,9
12,5|47|;9;12,5;47;25,443;11,9
12,5|48|;9;12,5;48;26,019;11,9
12,5|49|;9;12,5;49;26,586;11,9
12,5|50|;9;12,5;50;27,16;11,9
