Zins/Laufzeit;Produkt;Effektivzins;Laufzeit;Faktor;Nominalzins
12,5|51|;9;12,5;51;27,734;11,9
12,5|52|;9;12,5;52;28,304;11,9
12,5|53|;9;12,5;53;28,885;11,9
12,5|54|;9;12,5;54;29,47;11,9
12,5|55|;9;12,5;55;30,042;11,9
12,5|56|;9;12,5;56;30,625;11,9
12,5|57|;9;12,5;57;31,214;11,9
12,5|58|;9;12,5;58;31,799;11,9
12,5|59|;9;12,5;59;32,384;11,9
12,5|60|;9;12,5;60;32,972;11,9
12,5|61|;9;12,5;61;33,565;11,9
12,5|62|;9;12,5;62;34,155;11,9
12,5|63|;9;12,5;63;34,744;11,9
12,5|64|;9;12,5;64;35,334;11,9
12,5|65|;9;12,5;65;35,941;11,9
12,5|66|;9;12,5;66;36,527;11,9
12,5|67|;9;12,5;67;37,135;11,9
12,5|68|;9;12,5;68;37,727;11,9
12,5|69|;9;12,5;69;38,331;11,9
12,5|70|;9;12,5;70;38,936;11,9
12,5|71|;9;12,5;71;39,543;11,9
12,5|72|;9;12,5;72;40,155;11,9
12,6|6|;9;12,6;6;3,507;12
12,6|7|;9;12,6;7;4,014;12
12,6|8|;9;12,6;8;4,523;12
12,6|9|;9;12,6;9;5,035;12
12,6|10|;9;12,6;10;5,548;12
12,6|11|;9;12,6;11;6,062;12
12,6|12|;9;12,6;12;6,576;12
12,6|13|;9;12,6;13;7,094;12
12,6|14|;9;12,6;14;7,612;12
12,6|15|;9;12,6;15;8,135;12
12,6|16|;9;12,6;16;8,656;12
12,6|17|;9;12,6;17;9,18;12
12,6|18|;9;12,6;18;9,706;12
12,6|19|;9;12,6;19;10,234;12
12,6|20|;9;12,6;20;10,76;12
12,6|21|;9;12,6;21;11,291;12
12,6|22|;9;12,6;22;11,826;12
12,6|23|;9;12,6;23;12,359;12
12,6|24|;9;12,6;24;12,891;12
12,6|25|;9;12,6;25;13,43;12
12,6|26|;9;12,6;26;13,968;12
12,6|27|;9;12,6;27;14,507;12
12,6|28|;9;12,6;28;15,052;12
12,6|29|;9;12,6;29;15,594;12
12,6|30|;9;12,6;30;16,142;12
12,6|31|;9;12,6;31;16,684;12
12,6|32|;9;12,6;32;17,235;12
12,6|33|;9;12,6;33;17,783;12
12,6|34|;9;12,6;34;18,333;12
12,6|35|;9;12,6;35;18,888;12
12,6|36|;9;12,6;36;19,44;12
12,6|37|;9;12,6;37;19,998;12
12,6|38|;9;12,6;38;20,558;12
12,6|39|;9;12,6;39;21,118;12
12,6|40|;9;12,6;40;21,68;12
12,6|41|;9;12,6;41;22,245;12
12,6|42|;9;12,6;42;22,808;12
12,6|43|;9;12,6;43;23,375;12
12,6|44|;9;12,6;44;23,939;12
12,6|45|;9;12,6;45;24,506;12
12,6|46|;9;12,6;46;25,083;12
12,6|47|;9;12,6;47;25,649;12
12,6|48|;9;12,6;48;26,23;12
12,6|49|;9;12,6;49;26,802;12
12,6|50|;9;12,6;50;27,38;12
12,6|51|;9;12,6;51;27,959;12
12,6|52|;9;12,6;52;28,544;12
12,6|53|;9;12,6;53;29,118;12
12,6|54|;9;12,6;54;29,708;12
12,6|55|;9;12,6;55;30,295;12
12,6|56|;9;12,6;56;30,883;12
12,6|57|;9;12,6;57;31,464;12
12,6|58|;9;12,6;58;32,054;12
12,6|59|;9;12,6;59;32,643;12
12,6|60|;9;12,6;60;33,248;12
12,6|61|;9;12,6;61;33,834;12
12,6|62|;9;12,6;62;34,428;12
12,6|63|;9;12,6;63;35,034;12
12,6|64|;9;12,6;64;35,628;12
12,6|65|;9;12,6;65;36,227;12
12,6|66|;9;12,6;66;36,831;12
12,6|67|;9;12,6;67;37,443;12
12,6|68|;9;12,6;68;38,04;12
12,6|69|;9;12,6;69;38,648;12
12,6|70|;9;12,6;70;39,258;12
12,6|71|;9;12,6;71;39,87;12
12,6|72|;9;12,6;72;40,486;12
12,7|6|;9;12,7;6;3,533;12,1
12,7|7|;9;12,7;7;4,045;12,1
12,7|8|;9;12,7;8;4,558;12,1
12,7|9|;9;12,7;9;5,073;12,1
12,7|10|;9;12,7;10;5,59;12,1
12,7|11|;9;12,7;11;6,108;12,1
12,7|12|;9;12,7;12;6,627;12,1
12,7|13|;9;12,7;13;7,148;12,1
12,7|14|;9;12,7;14;7,671;12,1
12,7|15|;9;12,7;15;8,198;12,1
12,7|16|;9;12,7;16;8,723;12,1
12,7|17|;9;12,7;17;9,252;12,1
12,7|18|;9;12,7;18;9,782;12,1
12,7|19|;9;12,7;19;10,314;12,1
12,7|20|;9;12,7;20;10,844;12,1
12,7|21|;9;12,7;21;11,379;12,1
12,7|22|;9;12,7;22;11,918;12,1
12,7|23|;9;12,7;23;12,456;12,1
12,7|24|;9;12,7;24;12,992;12,1
12,7|25|;9;12,7;25;13,535;12,1
12,7|26|;9;12,7;26;14,077;12,1
12,7|27|;9;12,7;27;14,62;12,1
12,7|28|;9;12,7;28;15,169;12,1
12,7|29|;9;12,7;29;15,715;12,1
12,7|30|;9;12,7;30;16,268;12,1
12,7|31|;9;12,7;31;16,82;12,1
12,7|32|;9;12,7;32;17,369;12,1
12,7|33|;9;12,7;33;17,922;12,1
12,7|34|;9;12,7;34;18,483;12,1
12,7|35|;9;12,7;35;19,042;12,1
12,7|36|;9;12,7;36;19,599;12,1
12,7|37|;9;12,7;37;20,161;12,1
12,7|38|;9;12,7;38;20,726;12,1
12,7|39|;9;12,7;39;21,29;12,1
12,7|40|;9;12,7;40;21,856;12,1
12,7|41|;9;12,7;41;22,417;12,1
12,7|42|;9;12,7;42;22,992;12,1
12,7|43|;9;12,7;43;23,556;12,1
12,7|44|;9;12,7;44;24,132;12,1
12,7|45|;9;12,7;45;24,704;12,1
12,7|46|;9;12,7;46;25,285;12,1
12,7|47|;9;12,7;47;25,856;12,1
12,7|48|;9;12,7;48;26,441;12,1
12,7|49|;9;12,7;49;27,017;12,1
12,7|50|;9;12,7;50;27,6;12,1
12,7|51|;9;12,7;51;28,183;12,1
12,7|52|;9;12,7;52;28,772;12,1
12,7|53|;9;12,7;53;29,362;12,1
12,7|54|;9;12,7;54;29,945;12,1
12,7|55|;9;12,7;55;30,537;12,1
12,7|56|;9;12,7;56;31,129;12,1
12,7|57|;9;12,7;57;31,727;12,1
12,7|58|;9;12,7;58;32,321;12,1
12,7|59|;9;12,7;59;32,915;12,1
12,7|60|;9;12,7;60;33,512;12,1
12,7|61|;9;12,7;61;34,114;12,1
12,7|62|;9;12,7;62;34,713;12,1
12,7|63|;9;12,7;63;35,324;12,1
12,7|64|;9;12,7;64;35,923;12,1
12,7|65|;9;12,7;65;36,526;12,1
12,7|66|;9;12,7;66;37,134;12,1
12,7|67|;9;12,7;67;37,752;12,1
12,7|68|;9;12,7;68;38,352;12,1
12,7|69|;9;12,7;69;38,966;12,1
12,7|70|;9;12,7;70;39,58;12,1
12,7|71|;9;12,7;71;40,196;12,1
12,7|72|;9;12,7;72;40,817;12,1
12,8|6|;9;12,8;6;3,56;12,2
12,8|7|;9;12,8;7;4,076;12,2
12,8|8|;9;12,8;8;4,592;12,2
12,8|9|;9;12,8;9;5,111;12,2
12,8|10|;9;12,8;10;5,632;12,2
12,8|11|;9;12,8;11;6,154;12,2
12,8|12|;9;12,8;12;6,677;12,2
12,8|13|;9;12,8;13;7,203;12,2
12,8|14|;9;12,8;14;7,73;12,2
12,8|15|;9;12,8;15;8,258;12,2
12,8|16|;9;12,8;16;8,79;12,2
12,8|17|;9;12,8;17;9,32;12,2
12,8|18|;9;12,8;18;9,854;12,2
12,8|19|;9;12,8;19;10,39;12,2
12,8|20|;9;12,8;20;10,928;12,2
12,8|21|;9;12,8;21;11,468;12,2
12,8|22|;9;12,8;22;12,006;12,2
12,8|23|;9;12,8;23;12,548;12,2
12,8|24|;9;12,8;24;13,092;12,2
12,8|25|;9;12,8;25;13,64;12,2
12,8|26|;9;12,8;26;14,186;12,2
12,8|27|;9;12,8;27;14,733;12,2
12,8|28|;9;12,8;28;15,287;12,2
12,8|29|;9;12,8;29;15,837;12,2
12,8|30|;9;12,8;30;16,394;12,2
12,8|31|;9;12,8;31;16,95;12,2
12,8|32|;9;12,8;32;17,504;12,2
12,8|33|;9;12,8;33;18,067;12,2
12,8|34|;9;12,8;34;18,626;12,2
12,8|35|;9;12,8;35;19,189;12,2
12,8|36|;9;12,8;36;19,75;12,2
12,8|37|;9;12,8;37;20,316;12,2
12,8|38|;9;12,8;38;20,885;12,2
12,8|39|;9;12,8;39;21,453;12,2
12,8|40|;9;12,8;40;22,024;12,2
12,8|41|;9;12,8;41;22,598;12,2
12,8|42|;9;12,8;42;23,169;12,2
12,8|43|;9;12,8;43;23,745;12,2
12,8|44|;9;12,8;44;24,326;12,2
12,8|45|;9;12,8;45;24,902;12,2
12,8|46|;9;12,8;46;25,488;12,2
12,8|47|;9;12,8;47;26,063;12,2
12,8|48|;9;12,8;48;26,652;12,2
12,8|49|;9;12,8;49;27,233;12,2
12,8|50|;9;12,8;50;27,82;12,2
12,8|51|;9;12,8;51;28,407;12,2
12,8|52|;9;12,8;52;29,001;12,2
12,8|53|;9;12,8;53;29,595;12,2
12,8|54|;9;12,8;54;30,194;12,2
12,8|55|;9;12,8;55;30,779;12,2
12,8|56|;9;12,8;56;31,376;12,2
12,8|57|;9;12,8;57;31,977;12,2
12,8|58|;9;12,8;58;32,576;12,2
12,8|59|;9;12,8;59;33,186;12,2
12,8|60|;9;12,8;60;33,788;12,2
12,8|61|;9;12,8;61;34,395;12,2
12,8|62|;9;12,8;62;34,998;12,2
12,8|63|;9;12,8;63;35,601;12,2
12,8|64|;9;12,8;64;36,217;12,2
12,8|65|;9;12,8;65;36,825;12,2
12,8|66|;9;12,8;66;37,438;12,2
12,8|67|;9;12,8;67;38,06;12,2
12,8|68|;9;12,8;68;38,679;12,2
12,8|69|;9;12,8;69;39,297;12,2
12,8|70|;9;12,8;70;39,916;12,2
12,8|71|;9;12,8;71;40,537;12,2
12,8|72|;9;12,8;72;41,148;12,2
12,9|6|;9;12,9;6;3,586;12,2
12,9|7|;9;12,9;7;4,105;12,2
12,9|8|;9;12,9;8;4,627;12,2
12,9|9|;9;12,9;9;5,148;12,2
12,9|10|;9;12,9;10;5,674;12,2
12,9|11|;9;12,9;11;6,2;12,2
12,9|12|;9;12,9;12;6,728;12,2
12,9|13|;9;12,9;13;7,257;12,2
12,9|14|;9;12,9;14;7,788;12,2
12,9|15|;9;12,9;15;8,321;12,2
12,9|16|;9;12,9;16;8,857;12,2
12,9|17|;9;12,9;17;9,391;12,2
12,9|18|;9;12,9;18;9,929;12,2
12,9|19|;9;12,9;19;10,469;12,2
12,9|20|;9;12,9;20;11,012;12,2
12,9|21|;9;12,9;21;11,556;12,2
12,9|22|;9;12,9;22;12,098;12,2
12,9|23|;9;12,9;23;12,644;12,2
12,9|24|;9;12,9;24;13,193;12,2
12,9|25|;9;12,9;25;13,745;12,2
12,9|26|;9;12,9;26;14,296;12,2
12,9|27|;9;12,9;27;14,847;12,2
12,9|28|;9;12,9;28;15,404;12,2
12,9|29|;9;12,9;29;15,959;12,2
12,9|30|;9;12,9;30;16,52;12,2
12,9|31|;9;12,9;31;17,08;12,2
12,9|32|;9;12,9;32;17,644;12,2
12,9|33|;9;12,9;33;18,206;12,2
12,9|34|;9;12,9;34;18,768;12,2
12,9|35|;9;12,9;35;19,336;12,2
12,9|36|;9;12,9;36;19,908;12,2
12,9|37|;9;12,9;37;20,479;12,2
12,9|38|;9;12,9;38;21,052;12,2
12,9|39|;9;12,9;39;21,625;12,2
12,9|40|;9;12,9;40;22,2;12,2
12,9|41|;9;12,9;41;22,778;12,2
12,9|42|;9;12,9;42;23,354;12,2
12,9|43|;9;12,9;43;23,934;12,2
12,9|44|;9;12,9;44;24,52;12,2
12,9|45|;9;12,9;45;25,1;12,2
12,9|46|;9;12,9;46;25,69;12,2
12,9|47|;9;12,9;47;26,27;12,2
12,9|48|;9;12,9;48;26,864;12,2
12,9|49|;9;12,9;49;27,449;12,2
12,9|50|;9;12,9;50;28,04;12,2
12,9|51|;9;12,9;51;28,642;12,2
12,9|52|;9;12,9;52;29,23;12,2
12,9|53|;9;12,9;53;29,828;12,2
12,9|54|;9;12,9;54;30,431;12,2
12,9|55|;9;12,9;55;31,032;12,2
12,9|56|;9;12,9;56;31,633;12,2
12,9|57|;9;12,9;57;32,24;12,2
12,9|58|;9;12,9;58;32,843;12,2
12,9|59|;9;12,9;59;33,446;12,2
12,9|60|;9;12,9;60;34,052;12,2
12,9|61|;9;12,9;61;34,663;12,2
12,9|62|;9;12,9;62;35,284;12,2
12,9|63|;9;12,9;63;35,891;12,2
12,9|64|;9;12,9;64;36,512;12,2
12,9|65|;9;12,9;65;37,124;12,2
12,9|66|;9;12,9;66;37,742;12,2
12,9|67|;9;12,9;67;38,368;12,2
12,9|68|;9;12,9;68;38,992;12,2
12,9|69|;9;12,9;69;39,614;12,2
12,9|70|;9;12,9;70;40,238;12,2
12,9|71|;9;12,9;71;40,864;12,2
12,9|72|;9;12,9;72;41,494;12,2
13|6|;9;13;6;3,612;12,3
13|7|;9;13;7;4,136;12,3
13|8|;9;13;8;4,66;12,3
13|9|;9;13;9;5,188;12,3
13|10|;9;13;10;5,716;12,3
13|11|;9;13;11;6,246;12,3
13|12|;9;13;12;6,778;12,3
13|13|;9;13;13;7,312;12,3
13|14|;9;13;14;7,847;12,3
13|15|;9;13;15;8,384;12,3
13|16|;9;13;16;8,921;12,3
13|17|;9;13;17;9,463;12,3
13|18|;9;13;18;10,005;12,3
13|19|;9;13;19;10,549;12,3
13|20|;9;13;20;11,096;12,3
13|21|;9;13;21;11,644;12,3
13|22|;9;13;22;12,191;12,3
13|23|;9;13;23;12,741;12,3
13|24|;9;13;24;13,294;12,3
13|25|;9;13;25;13,85;12,3
13|26|;9;13;26;14,405;12,3
13|27|;9;13;27;14,96;12,3
13|28|;9;13;28;15,522;12,3
13|29|;9;13;29;16,081;12,3
13|30|;9;13;30;16,646;12,3
13|31|;9;13;31;17,211;12,3
13|32|;9;13;32;17,779;12,3
13|33|;9;13;33;18,344;12,3
13|34|;9;13;34;18,918;12,3
13|35|;9;13;35;19,49;12,3
13|36|;9;13;36;20,06;12,3
13|37|;9;13;37;20,634;12,3
13|38|;9;13;38;21,212;12,3
13|39|;9;13;39;21,789;12,3
13|40|;9;13;40;22,368;12,3
13|41|;9;13;41;22,95;12,3
13|42|;9;13;42;23,538;12,3
13|43|;9;13;43;24,123;12,3
13|44|;9;13;44;24,704;12,3
13|45|;9;13;45;25,298;12,3
13|46|;9;13;46;25,883;12,3
13|47|;9;13;47;26,477;12,3
13|48|;9;13;48;27,075;12,3
13|49|;9;13;49;27,664;12,3
13|50|;9;13;50;28,27;12,3
13|51|;9;13;51;28,866;12,3
13|52|;9;13;52;29,469;12,3
13|53|;9;13;53;30,072;12,3
13|54|;9;13;54;30,669;12,3
13|55|;9;13;55;31,274;12,3
13|56|;9;13;56;31,88;12,3
13|57|;9;13;57;32,49;12,3
13|58|;9;13;58;33,098;12,3
13|59|;9;13;59;33,717;12,3
13|60|;9;13;60;34,328;12,3
13|61|;9;13;61;34,944;12,3
13|62|;9;13;62;35,569;12,3
13|63|;9;13;63;36,18;12,3
13|64|;9;13;64;36,806;12,3
13|65|;9;13;65;37,423;12,3
13|66|;9;13;66;38,045;12,3
13|67|;9;13;67;38,676;12,3
13|68|;9;13;68;39,304;12,3
13|69|;9;13;69;39,932;12,3
13|70|;9;13;70;40,56;12,3
13|71|;9;13;71;41,19;12,3
13|72|;9;13;72;41,825;12,3
13,1|6|;9;13,1;6;3,64;12,4
13,1|7|;9;13,1;7;4,167;12,4
13,1|8|;9;13,1;8;4,696;12,4
13,1|9|;9;13,1;9;5,226;12,4
13,1|10|;9;13,1;10;5,758;12,4
13,1|11|;9;13,1;11;6,293;12,4
13,1|12|;9;13,1;12;6,828;12,4
13,1|13|;9;13,1;13;7,367;12,4
13,1|14|;9;13,1;14;7,906;12,4
13,1|15|;9;13,1;15;8,447;12,4
13,1|16|;9;13,1;16;8,988;12,4
13,1|17|;9;13,1;17;9,534;12,4
13,1|18|;9;13,1;18;10,08;12,4
13,1|19|;9;13,1;19;10,629;12,4
13,1|20|;9;13,1;20;11,18;12,4
13,1|21|;9;13,1;21;11,728;12,4
13,1|22|;9;13,1;22;12,283;12,4
13,1|23|;9;13,1;23;12,838;12,4
13,1|24|;9;13,1;24;13,395;12,4
13,1|25|;9;13,1;25;13,955;12,4
13,1|26|;9;13,1;26;14,514;12,4
13,1|27|;9;13,1;27;15,079;12,4
13,1|28|;9;13,1;28;15,64;12,4
13,1|29|;9;13,1;29;16,208;12,4
13,1|30|;9;13,1;30;16,772;12,4
13,1|31|;9;13,1;31;17,341;12,4
13,1|32|;9;13,1;32;17,913;12,4
13,1|33|;9;13,1;33;18,483;12,4
13,1|34|;9;13,1;34;19,061;12,4
13,1|35|;9;13,1;35;19,637;12,4
13,1|36|;9;13,1;36;20,218;12,4
13,1|37|;9;13,1;37;20,797;12,4
13,1|38|;9;13,1;38;21,379;12,4
13,1|39|;9;13,1;39;21,96;12,4
13,1|40|;9;13,1;40;22,544;12,4
13,1|41|;9;13,1;41;23,131;12,4
13,1|42|;9;13,1;42;23,715;12,4
13,1|43|;9;13,1;43;24,304;12,4
13,1|44|;9;13,1;44;24,898;12,4
13,1|45|;9;13,1;45;25,496;12,4
13,1|46|;9;13,1;46;26,086;12,4
13,1|47|;9;13,1;47;26,683;12,4
13,1|48|;9;13,1;48;27,286;12,4
13,1|49|;9;13,1;49;27,88;12,4
13,1|50|;9;13,1;50;28,49;12,4
13,1|51|;9;13,1;51;29,091;12,4
13,1|52|;9;13,1;52;29,698;12,4
13,1|53|;9;13,1;53;30,305;12,4
13,1|54|;9;13,1;54;30,917;12,4
13,1|55|;9;13,1;55;31,527;12,4
13,1|56|;9;13,1;56;32,137;12,4
13,1|57|;9;13,1;57;32,753;12,4
13,1|58|;9;13,1;58;33,365;12,4
13,1|59|;9;13,1;59;33,977;12,4
13,1|60|;9;13,1;60;34,604;12,4
13,1|61|;9;13,1;61;35,224;12,4
13,1|62|;9;13,1;62;35,842;12,4
13,1|63|;9;13,1;63;36,47;12,4
13,1|64|;9;13,1;64;37,1;12,4
13,1|65|;9;13,1;65;37,722;12,4
13,1|66|;9;13,1;66;38,349;12,4
13,1|67|;9;13,1;67;38,984;12,4
13,1|68|;9;13,1;68;39,617;12,4
13,1|69|;9;13,1;69;40,249;12,4
13,1|70|;9;13,1;70;40,882;12,4
13,1|71|;9;13,1;71;41,531;12,4
13,1|72|;9;13,1;72;42,171;12,4
13,2|6|;9;13,2;6;3,666;12,5
13,2|7|;9;13,2;7;4,197;12,5
13,2|8|;9;13,2;8;4,729;12,5
13,2|9|;9;13,2;9;5,264;12,5
13,2|10|;9;13,2;10;5,8;12,5
13,2|11|;9;13,2;11;6,339;12,5
13,2|12|;9;13,2;12;6,879;12,5
13,2|13|;9;13,2;13;7,419;12,5
13,2|14|;9;13,2;14;7,962;12,5
13,2|15|;9;13,2;15;8,51;12,5
13,2|16|;9;13,2;16;9,056;12,5
13,2|17|;9;13,2;17;9,605;12,5
13,2|18|;9;13,2;18;10,156;12,5
13,2|19|;9;13,2;19;10,709;12,5
13,2|20|;9;13,2;20;11,26;12,5
13,2|21|;9;13,2;21;11,816;12,5
13,2|22|;9;13,2;22;12,376;12,5
13,2|23|;9;13,2;23;12,934;12,5
13,2|24|;9;13,2;24;13,496;12,5
13,2|25|;9;13,2;25;14,06;12,5
13,2|26|;9;13,2;26;14,623;12,5
13,2|27|;9;13,2;27;15,192;12,5
13,2|28|;9;13,2;28;15,757;12,5
13,2|29|;9;13,2;29;16,33;12,5
13,2|30|;9;13,2;30;16,898;12,5
13,2|31|;9;13,2;31;17,471;12,5
13,2|32|;9;13,2;32;18,048;12,5
13,2|33|;9;13,2;33;18,628;12,5
13,2|34|;9;13,2;34;19,204;12,5
13,2|35|;9;13,2;35;19,784;12,5
13,2|36|;9;13,2;36;20,369;12,5
13,2|37|;9;13,2;37;20,953;12,5
13,2|38|;9;13,2;38;21,539;12,5
13,2|39|;9;13,2;39;22,124;12,5
13,2|40|;9;13,2;40;22,72;12,5
13,2|41|;9;13,2;41;23,311;12,5
13,2|42|;9;13,2;42;23,9;12,5
13,2|43|;9;13,2;43;24,493;12,5
13,2|44|;9;13,2;44;25,092;12,5
13,2|45|;9;13,2;45;25,694;12,5
13,2|46|;9;13,2;46;26,288;12,5
13,2|47|;9;13,2;47;26,89;12,5
13,2|48|;9;13,2;48;27,497;12,5
13,2|49|;9;13,2;49;28,105;12,5
13,2|50|;9;13,2;50;28,71;12,5
13,2|51|;9;13,2;51;29,315;12,5
13,2|52|;9;13,2;52;29,927;12,5
13,2|53|;9;13,2;53;30,539;12,5
13,2|54|;9;13,2;54;31,155;12,5
13,2|55|;9;13,2;55;31,769;12,5
13,2|56|;9;13,2;56;32,384;12,5
13,2|57|;9;13,2;57;33,003;12,5
13,2|58|;9;13,2;58;33,632;12,5
13,2|59|;9;13,2;59;34,248;12,5
13,2|60|;9;13,2;60;34,88;12,5
13,2|61|;9;13,2;61;35,505;12,5
13,2|62|;9;13,2;62;36,127;12,5
13,2|63|;9;13,2;63;36,76;12,5
13,2|64|;9;13,2;64;37,395;12,5
13,2|65|;9;13,2;65;38,021;12,5
13,2|66|;9;13,2;66;38,652;12,5
13,2|67|;9;13,2;67;39,293;12,5
13,2|68|;9;13,2;68;39,93;12,5
13,2|69|;9;13,2;69;40,566;12,5
13,2|70|;9;13,2;70;41,218;12,5
13,2|71|;9;13,2;71;41,858;12,5
13,2|72|;9;13,2;72;42,502;12,5
13,3|6|;9;13,3;6;3,693;12,6
13,3|7|;9;13,3;7;4,227;12,6
13,3|8|;9;13,3;8;4,764;12,6
13,3|9|;9;13,3;9;5,301;12,6
13,3|10|;9;13,3;10;5,842;12,6
13,3|11|;9;13,3;11;6,385;12,6
13,3|12|;9;13,3;12;6,929;12,6
13,3|13|;9;13,3;13;7,473;12,6
13,3|14|;9;13,3;14;8,021;12,6
13,3|15|;9;13,3;15;8,57;12,6
13,3|16|;9;13,3;16;9,123;12,6
13,3|17|;9;13,3;17;9,673;12,6
13,3|18|;9;13,3;18;10,228;12,6
13,3|19|;9;13,3;19;10,785;12,6
13,3|20|;9;13,3;20;11,344;12,6
13,3|21|;9;13,3;21;11,904;12,6
13,3|22|;9;13,3;22;12,468;12,6
13,3|23|;9;13,3;23;13,031;12,6
13,3|24|;9;13,3;24;13,596;12,6
13,3|25|;9;13,3;25;14,165;12,6
13,3|26|;9;13,3;26;14,732;12,6
13,3|27|;9;13,3;27;15,306;12,6
13,3|28|;9;13,3;28;15,875;12,6
13,3|29|;9;13,3;29;16,452;12,6
13,3|30|;9;13,3;30;17,03;12,6
13,3|31|;9;13,3;31;17,607;12,6
13,3|32|;9;13,3;32;18,182;12,6
13,3|33|;9;13,3;33;18,767;12,6
13,3|34|;9;13,3;34;19,353;12,6
13,3|35|;9;13,3;35;19,938;12,6
13,3|36|;9;13,3;36;20,52;12,6
13,3|37|;9;13,3;37;21,108;12,6
13,3|38|;9;13,3;38;21,706;12,6
13,3|39|;9;13,3;39;22,296;12,6
13,3|40|;9;13,3;40;22,888;12,6
13,3|41|;9;13,3;41;23,483;12,6
13,3|42|;9;13,3;42;24,084;12,6
13,3|43|;9;13,3;43;24,682;12,6
13,3|44|;9;13,3;44;25,285;12,6
13,3|45|;9;13,3;45;25,883;12,6
13,3|46|;9;13,3;46;26,49;12,6
13,3|47|;9;13,3;47;27,097;12,6
13,3|48|;9;13,3;48;27,708;12,6
13,3|49|;9;13,3;49;28,321;12,6
13,3|50|;9;13,3;50;28,93;12,6
13,3|51|;9;13,3;51;29,54;12,6
13,3|52|;9;13,3;52;30,156;12,6
13,3|53|;9;13,3;53;30,772;12,6
13,3|54|;9;13,3;54;31,392;12,6
13,3|55|;9;13,3;55;32,011;12,6
13,3|56|;9;13,3;56;32,641;12,6
13,3|57|;9;13,3;57;33,266;12,6
13,3|58|;9;13,3;58;33,887;12,6
13,3|59|;9;13,3;59;34,52;12,6
13,3|60|;9;13,3;60;35,144;12,6
13,3|61|;9;13,3;61;35,773;12,6
13,3|62|;9;13,3;62;36,412;12,6
13,3|63|;9;13,3;63;37,05;12,6
13,3|64|;9;13,3;64;37,676;12,6
13,3|65|;9;13,3;65;38,32;12,6
13,3|66|;9;13,3;66;38,956;12,6
13,3|67|;9;13,3;67;39,601;12,6
13,3|68|;9;13,3;68;40,243;12,6
13,3|69|;9;13,3;69;40,898;12,6
13,3|70|;9;13,3;70;41,54;12,6
13,3|71|;9;13,3;71;42,184;12,6
13,3|72|;9;13,3;72;42,833;12,6
13,4|6|;9;13,4;6;3,719;12,7
13,4|7|;9;13,4;7;4,258;12,7
13,4|8|;9;13,4;8;4,798;12,7
13,4|9|;9;13,4;9;5,341;12,7
13,4|10|;9;13,4;10;5,884;12,7
13,4|11|;9;13,4;11;6,431;12,7
13,4|12|;9;13,4;12;6,98;12,7
13,4|13|;9;13,4;13;7,528;12,7
13,4|14|;9;13,4;14;8,08;12,7
13,4|15|;9;13,4;15;8,633;12,7
13,4|16|;9;13,4;16;9,187;12,7
13,4|17|;9;13,4;17;9,745;12,7
13,4|18|;9;13,4;18;10,304;12,7
13,4|19|;9;13,4;19;10,865;12,7
13,4|20|;9;13,4;20;11,428;12,7
13,4|21|;9;13,4;21;11,993;12,7
13,4|22|;9;13,4;22;12,556;12,7
13,4|23|;9;13,4;23;13,127;12,7
13,4|24|;9;13,4;24;13,697;12,7
13,4|25|;9;13,4;25;14,27;12,7
13,4|26|;9;13,4;26;14,842;12,7
13,4|27|;9;13,4;27;15,419;12,7
13,4|28|;9;13,4;28;15,992;12,7
13,4|29|;9;13,4;29;16,574;12,7
13,4|30|;9;13,4;30;17,156;12,7
13,4|31|;9;13,4;31;17,738;12,7
13,4|32|;9;13,4;32;18,323;12,7
13,4|33|;9;13,4;33;18,905;12,7
13,4|34|;9;13,4;34;19,496;12,7
13,4|35|;9;13,4;35;20,085;12,7
13,4|36|;9;13,4;36;20,679;12,7
13,4|37|;9;13,4;37;21,271;12,7
13,4|38|;9;13,4;38;21,866;12,7
13,4|39|;9;13,4;39;22,46;12,7
13,4|40|;9;13,4;40;23,064;12,7
13,4|41|;9;13,4;41;23,664;12,7
13,4|42|;9;13,4;42;24,269;12,7
13,4|43|;9;13,4;43;24,872;12,7
13,4|44|;9;13,4;44;25,479;12,7
13,4|45|;9;13,4;45;26,081;12,7
13,4|46|;9;13,4;46;26,693;12,7
13,4|47|;9;13,4;47;27,304;12,7
13,4|48|;9;13,4;48;27,92;12,7
13,4|49|;9;13,4;49;28,536;12,7
13,4|50|;9;13,4;50;29,15;12,7
13,4|51|;9;13,4;51;29,774;12,7
13,4|52|;9;13,4;52;30,395;12,7
13,4|53|;9;13,4;53;31,016;12,7
13,4|54|;9;13,4;54;31,641;12,7
13,4|55|;9;13,4;55;32,264;12,7
13,4|56|;9;13,4;56;32,888;12,7
13,4|57|;9;13,4;57;33,516;12,7
13,4|58|;9;13,4;58;34,154;12,7
13,4|59|;9;13,4;59;34,779;12,7
13,4|60|;9;13,4;60;35,42;12,7
13,4|61|;9;13,4;61;36,054;12,7
13,4|62|;9;13,4;62;36,697;12,7
13,4|63|;9;13,4;63;37,34;12,7
13,4|64|;9;13,4;64;37,971;12,7
13,4|65|;9;13,4;65;38,619;12,7
13,4|66|;9;13,4;66;39,26;12,7
13,4|67|;9;13,4;67;39,909;12,7
13,4|68|;9;13,4;68;40,556;12,7
13,4|69|;9;13,4;69;41,215;12,7
13,4|70|;9;13,4;70;41,862;12,7
13,4|71|;9;13,4;71;42,511;12,7
